Jersey,Player,Yr,Pos,Ht,GP,GS,S,MP,MS,Kills,Errors,Total Attacks,Hit Pct,Assists,Aces,SErr,Digs,RErr,Block Solos,Block Assists,BErr,PTS,BHE,Trpl Dbl,Attend
7,"McBride, Zoe",Fr,OH,6-0,102,,102,28.0,27.0,329,143,938,0.198,21.0,42.0,49.0,255.0,27.0,5.0,37.0,5.0,394.5,,,
9,"Coryatt, Cristen",Sr,OH,5-9,100,,100,28.0,27.0,336,129,990,0.209,21.0,24.0,36.0,244.0,36.0,1.0,22.0,9.0,372.0,2.0,,
15,"Bates, Kalysia",So,MH,6-1,99,,99,28.0,28.0,248,97,559,0.27,7.0,26.0,52.0,69.0,1.0,19.0,74.0,19.0,330.0,,,
11,"Hubbard, Jasmin",Jr,L,5-7,93,,93,26.0,,1,3,8,-0.25,61.0,,,338.0,35.0,,,,1.0,1.0,,
28,"Wallace, Roi",Jr,S,5-9,93,,93,26.0,25.0,46,17,123,0.23600000000000002,943.0,35.0,38.0,219.0,2.0,1.0,16.0,1.0,90.0,27.0,,
5,"Daniels, Monette",Sr,MH,5-11,90,,90,26.0,24.0,129,38,338,0.26899999999999996,4.0,18.0,25.0,37.0,1.0,8.0,57.0,1.0,183.5,,,
6,"Adams, Brook",Fr,S,5-9,69,,69,22.0,11.0,35,13,103,0.214,56.0,3.0,15.0,112.0,,3.0,16.0,2.0,49.0,6.0,,
12,"Ross, Mykaela",So,OH,5-7,63,,63,21.0,7.0,35,24,131,0.084,5.0,5.0,13.0,86.0,6.0,2.0,17.0,4.0,50.5,2.0,,
3,"Landrum, Kheanna",Sr,RS,5-8,54,,54,18.0,13.0,44,20,133,0.18,1.0,10.0,26.0,39.0,,1.0,29.0,4.0,69.5,,,
8,"Lester, Deja",Sr,MB,5-11,33,,33,15.0,6.0,27,21,83,0.07200000000000001,,4.0,5.0,17.0,,6.0,12.0,2.0,43.0,,,
19,"Smith, Triniti",So,S,5-7,15,,15,7.0,,1,0,2,0.5,12.0,1.0,3.0,5.0,,,,,2.0,,,
4,"Smith, Nia",Fr,L/DS,5-7,14,,14,6.0,,0,0,3,0.0,,,2.0,9.0,4.0,,,,,,,
1,"Brown, Sara",Fr,OH,5-9,11,,11,8.0,,6,5,16,0.062,,,3.0,3.0,1.0,,,1.0,6.0,,,
2,"Debraux, Shadae",So,MH,5-11,4,,4,4.0,,0,0,0,,,,2.0,,,,,,,,,
10,"Eugene, Morgan",Fr,RS,5-10,1,,1,1.0,,0,1,1,-1.0,,,,,,,,,,,,
-,TEAM,-,-,-,-,-,61,24.0,,0,1,1,-1.0,3.0,,,,18.0,,,,,,,
-,Totals,-,-,-,-,-,102,,,1237,512,3429,0.21100000000000002,1134.0,168.0,269.0,1433.0,131.0,46.0,280.0,48.0,1591.0,38.0,,
-,Opponent Totals,-,-,-,-,-,102,,,1217,577,3442,0.18600000000000003,1125.0,131.0,203.0,1441.0,168.0,53.0,206.0,38.0,1504.0,36.0,,
